dataset	scenario	min_identity	min_ref_coverage	inferred_taxid	superkingdom	kingdom	phylum	class	order	family	genus	species	newly_rescued_reads
BAER	identity_89	89	90	229921	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	Levilinea saccharolytica	212
BAER	identity_89	89	90	525909	Bacteria	Bacillati	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium	Acidimicrobium ferrooxidans	203
BAER	identity_89	89	90	2057	Bacteria	Pseudomonadati	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	Sphaerobacter thermophilus	163
BAER	identity_89	89	90	2716334	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Paraflavitalea	Paraflavitalea devenefica	111
BAER	identity_89	89	90	1296	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus sciuri	96
BAER	identity_89	89	90	2699427	Bacteria	Bacillati	Bacillota	unclassified Bacillota class	unclassified Bacillota order	unclassified Bacillota family	Capillibacterium	Capillibacterium thermochitinicola	84
BAER	identity_89	89	90	1229726	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava	68
BAER	identity_89	89	90	1285583	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium casei	66
BAER	identity_89	89	90	1892851	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavitalea	Flavitalea flava	61
BAER	identity_89	89	90	326424	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia	Frankia alni	55
BAER	identity_89	89	90	945713	Bacteria	Pseudomonadati	Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Ignavibacterium album	50
BAER	identity_89	89	90	1002870	Bacteria	Bacillati	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Gaiella occulta	49
BAER	identity_89	89	90	2664430	Bacteria	Bacillati	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	Acidiferrimicrobium australe	46
BAER	identity_89	89	90	2601677	Bacteria	Bacillati	Chloroflexota	Tepidiformia	Tepidiformales	Tepidiformaceae	Tepidiforma	Tepidiforma bonchosmolovskayae	45
BAER	identity_89	89	90	913108	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilinea	Aggregatilinea lenta	44
BAER	identity_89	89	90	1197717	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Cloacibacillus porcorum	38
BAER	identity_89	89	90	1612172	Bacteria	Pseudomonadati	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	Vicinamibacter silvestris	38
BAER	identity_89	89	90	2763654	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Luoshenia	Luoshenia tenuis	37
BAER	identity_89	89	90	1294026	Bacteria	Bacillati	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Aciditerrimonas	Aciditerrimonas ferrireducens	36
BAER	identity_89	89	90	2751370	Bacteria	Bacillati	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola	Rhabdothermincola sediminis	34
BAER	identity_89	89	90	643214	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus stepanovicii	31
BAER	identity_89	89	90	558537	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia lacustris	27
BAER	identity_89	89	90	1697	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ammoniagenes	24
BAER	identity_89	89	90	1436998	Bacteria	Pseudomonadati	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira lenta	23
BAER	identity_89	89	90	42253	Bacteria	Pseudomonadati	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira moscoviensis	20
BAER	identity_89	89	90	228654	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter pulmonis	20
BAER	identity_89	89	90	2789776	Bacteria	Bacillati	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	Actinomarinicola tropica	20
BAER	identity_89	89	90	53346	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii	19
BAER	identity_89	89	90	499207	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Syntrophaceticus	Syntrophaceticus schinkii	19
BAER	identity_89	89	90	796384	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavitalea	Flavitalea populi	17
BAER	identity_89	89	90	1742923	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	Thermostilla	Thermostilla marina	17
BAER	identity_89	89	90	42448	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Proteinivoraceae	Anaerobranca	Anaerobranca horikoshii	14
BAER	identity_89	89	90	180588	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter faecalis	14
BAER	identity_89	89	90	337097	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Vulcanibacillus	Vulcanibacillus modesticaldus	14
BAER	identity_89	89	90	360411	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	Bellilinea caldifistulae	14
BAER	identity_89	89	90	926550	Bacteria	Bacillati	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea aerophila	14
BAER	identity_89	89	90	1503749	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Parasegetibacter	Parasegetibacter terrae	14
BAER	identity_89	89	90	2527983	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Caulifigura	Caulifigura coniformis	14
BAER	identity_89	89	90	1089553	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	Thermacetogenium phaeum	13
BAER	identity_89	89	90	1515	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio thermocellus	12
BAER	identity_89	89	90	28049	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Acidothermales	Acidothermaceae	Acidothermus	Acidothermus cellulolyticus	12
BAER	identity_89	89	90	53254	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea thiooxidans	12
BAER	identity_89	89	90	398045	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter ginsengiterrae	12
BAER	identity_89	89	90	2663380	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus halotolerans	12
BAER	identity_89	89	90	249	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas ferruginea	11
BAER	identity_89	89	90	1204385	Bacteria	Bacillati	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Litorilinea aerophila	11
BAER	identity_89	89	90	1705	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium stationis	10
BAER	identity_89	89	90	1337094	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ercella	Ercella succinigenes	10
BAER	identity_89	89	90	1908690	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Fimbriiglobus	Fimbriiglobus ruber	10
BAER	identity_89	89	90	2496273	Bacteria	Bacillati	Bacillota	Clostridia	Caldicoprobacterales	Xylanivirgaceae	Xylanivirga	Xylanivirga thermophila	10
BAER	identity_89	89	90	2528010	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Lignipirellula	Lignipirellula cremea	10
BAER	identity_89	89	90	29373	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium thermopalmarium	9
BAER	identity_89	89	90	51173	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus thermosphaericus	9
BAER	identity_89	89	90	360412	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea	Longilinea arvoryzae	9
BAER	identity_89	89	90	433296	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Aminipila	Aminipila butyrica	9
BAER	identity_89	89	90	497964	Bacteria	Pseudomonadati	Verrucomicrobiota	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Chthoniobacter flavus	9
BAER	identity_89	89	90	1082276	Bacteria	Bacillati	Bacillota	unclassified Bacillota class	unclassified Bacillota order	unclassified Bacillota family	Hydrogenispora	Hydrogenispora ethanolica	9
BAER	identity_89	89	90	1123352	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Tepidimicrobiaceae	Tepidimicrobium	Tepidimicrobium xylanilyticum	9
BAER	identity_89	89	90	1384459	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Methyloceanibacter	Methyloceanibacter caenitepidi	9
BAER	identity_89	89	90	1546155	Bacteria	Pseudomonadati	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	Tepidisphaera mucosa	9
BAER	identity_89	89	90	1677857	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio saccincola	9
BAER	identity_89	89	90	1792502	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Puia	Puia dinghuensis	9
BAER	identity_89	89	90	2315862	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Paraflavitalea	Paraflavitalea soli	9
BAER	identity_89	89	90	2527970	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula retiformator	9
BAER	identity_89	89	90	2528009	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Pirellulimonas	Pirellulimonas nuda	9
BAER	identity_89	89	90	2839759	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus innesii	9
BAER	identity_89	89	90	1747	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	8
BAER	identity_89	89	90	42858	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus lentus	8
BAER	identity_89	89	90	238083	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Cryptanaerobacter	Cryptanaerobacter phenolicus	8
BAER	identity_89	89	90	1542729	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	Pseudoflavitalea soli	8
BAER	identity_89	89	90	1907662	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Raoultibacter	Raoultibacter timonensis	8
BAER	identity_89	89	90	1351	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	7
BAER	identity_89	89	90	118246	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus terrenus	7
BAER	identity_89	89	90	157227	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus halotolerans	7
BAER	identity_89	89	90	298654	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Pseudofrankia	Pseudofrankia inefficax	7
BAER	identity_89	89	90	331696	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Pseudolabrys	Pseudolabrys taiwanensis	7
BAER	identity_89	89	90	685828	Bacteria	Bacillati	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	Armatimonas rosea	7
BAER	identity_89	89	90	872965	Bacteria	Bacillati	Chloroflexota	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena maritima	7
BAER	identity_89	89	90	940145	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter rigui	7
BAER	identity_89	89	90	1593363	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	Pseudogracilibacillus marinus	7
BAER	identity_89	89	90	1855912	Bacteria	Pseudomonadati	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Luteitalea pratensis	7
BAER	identity_89	89	90	1884793	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	Pseudoflavitalea rhizosphaerae	7
BAER	identity_89	89	90	2528024	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Lacipirellula	Lacipirellula limnantheis	7
BAER	identity_89	89	90	1525	Bacteria	Bacillati	Bacillota	Clostridia	Moorellales	Moorellaceae	Moorella	Moorella thermoacetica	6
BAER	identity_89	89	90	33938	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus	6
BAER	identity_89	89	90	71237	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus vitulinus	6
BAER	identity_89	89	90	191495	Bacteria	Bacillati	Actinomycetota	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter woesei	6
BAER	identity_89	89	90	334543	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter arcticus	6
BAER	identity_89	89	90	379066	Bacteria	Pseudomonadati	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas aurantiaca	6
BAER	identity_89	89	90	768486	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hirae	6
BAER	identity_89	89	90	929101	Bacteria	Bacillati	Bacillota	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobaculum	Natranaerobaculum magadiense	6
BAER	identity_89	89	90	937334	Bacteria	Bacillati	Bacillota	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter faecalis	6
BAER	identity_89	89	90	1081799	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermomarinilinea	Thermomarinilinea lacunifontana	6
BAER	identity_89	89	90	1209989	Bacteria	Bacillati	Bacillota	Clostridia	Thermosediminibacterales	Tepidanaerobacteraceae	Tepidanaerobacter	Tepidanaerobacter acetatoxydans	6
BAER	identity_89	89	90	1379270	Bacteria	Pseudomonadati	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas phototrophica	6
BAER	identity_89	89	90	2763656	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Guopingia	Guopingia tenuis	6
BAER	identity_89	89	90	124	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula marina	5
BAER	identity_89	89	90	1402	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	5
BAER	identity_89	89	90	29343	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	unclassified Oscillospiraceae genus	[Clostridium] cellulosi	5
BAER	identity_89	89	90	29372	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium thermobutyricum	5
BAER	identity_89	89	90	45610	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter urativorans	5
BAER	identity_89	89	90	53398	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium aestuarii	5
BAER	identity_89	89	90	108328	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Proteinivoraceae	Anaerobranca	Anaerobranca gottschalkii	5
BAER	identity_89	89	90	128782	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea minatitlanensis	5
BAER	identity_89	89	90	180282	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia tsuruhatensis	5
BAER	identity_89	89	90	229920	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	Leptolinea tardivitalis	5
BAER	identity_89	89	90	359365	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina saromensis	5
BAER	identity_89	89	90	367742	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus composti	5
BAER	identity_89	89	90	690879	Bacteria	Pseudomonadati	Verrucomicrobiota	Terrimicrobiia	Terrimicrobiales	Terrimicrobiaceae	Terrimicrobium	Terrimicrobium sacchariphilum	5
BAER	identity_89	89	90	1448389	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	unclassified Mycobacteriales family	Tomitella	Tomitella biformata	5
BAER	identity_89	89	90	2184719	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium bovifaecis	5
BAER	identity_89	89	90	2498847	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Zeimonas	Zeimonas arvi	5
BAER	identity_89	89	90	2763655	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Gehongia	Gehongia tenuis	5
BAER	identity_89	89	90	2822762	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	Gemmata palustris	5
BAER	identity_89	89	90	1353	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus gallinarum	4
BAER	identity_89	89	90	36849	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Oxobacter	Oxobacter pfennigii	4
BAER	identity_89	89	90	47496	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium australicum	4
BAER	identity_89	89	90	198483	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus brunensis	4
BAER	identity_89	89	90	294710	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	Proteiniphilum acetatigenes	4
BAER	identity_89	89	90	336261	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Thermovirgaceae	Thermovirga	Thermovirga lienii	4
BAER	identity_89	89	90	496866	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter pseudethanolicus	4
BAER	identity_89	89	90	515947	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Chelativorans	Chelativorans intermedius	4
BAER	identity_89	89	90	568603	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus nanhaiensis	4
BAER	identity_89	89	90	626937	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenella	Christensenella minuta	4
BAER	identity_89	89	90	649638	Bacteria	Thermotogati	Deinococcota	Deinococci	Trueperales	Trueperaceae	Truepera	Truepera radiovictrix	4
BAER	identity_89	89	90	861299	Bacteria	Pseudomonadati	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	Gemmatirosa kalamazoonensis	4
BAER	identity_89	89	90	861360	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter arilaitensis	4
BAER	identity_89	89	90	879970	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitalea	Defluviitalea saccharophila	4
BAER	identity_89	89	90	947010	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum isophthalicicum	4
BAER	identity_89	89	90	1134406	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea	Ornatilinea apprima	4
BAER	identity_89	89	90	1184267	Bacteria	Pseudomonadati	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrio	Pseudobdellovibrio exovorus	4
BAER	identity_89	89	90	1191523	Bacteria	Pseudomonadati	Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	Melioribacter roseus	4
BAER	identity_89	89	90	1235591	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	unclassified Hyphomicrobiales family	Pseudorhodoplanes	Pseudorhodoplanes sinuspersici	4
BAER	identity_89	89	90	1473598	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Paludibaculum	Paludibaculum fermentans	4
BAER	identity_89	89	90	1555112	Bacteria	Bacillati	Bacillota	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	Limnochorda pilosa	4
BAER	identity_89	89	90	1730378	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans	Jatrophihabitans huperziae	4
BAER	identity_89	89	90	1849104	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sediminum	4
BAER	identity_89	89	90	2555902	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Propylenellaceae	Propylenella	Propylenella binzhouense	4
BAER	identity_89	89	90	29542	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea acetylenica	3
BAER	identity_89	89	90	47497	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium ferrugineum	3
BAER	identity_89	89	90	51515	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Dehalobacterium	Dehalobacterium formicoaceticum	3
BAER	identity_89	89	90	56946	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia	Afipia broomeae	3
BAER	identity_89	89	90	202261	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus kekensis	3
BAER	identity_89	89	90	209897	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Afifellaceae	Afifella	Afifella pfennigii	3
BAER	identity_89	89	90	226900	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	3
BAER	identity_89	89	90	279810	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Thiobacteraceae	Thiobacter	Thiobacter subterraneus	3
BAER	identity_89	89	90	285983	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus subterraneus	3
BAER	identity_89	89	90	313007	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus suwonensis	3
BAER	identity_89	89	90	498198	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	Dietzia kunjamensis	3
BAER	identity_89	89	90	546114	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella	Castellaniella ginsengisoli	3
BAER	identity_89	89	90	555088	Bacteria	Bacillati	Bacillota	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	Dethiobacter alkaliphilus	3
BAER	identity_89	89	90	698762	Bacteria	Bacillati	Bacillota	Clostridia	Moorellales	Moorellaceae	Thermanaeromonas	Thermanaeromonas toyohensis	3
BAER	identity_89	89	90	768533	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Chelativorans	Chelativorans composti	3
BAER	identity_89	89	90	795642	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Parafrankia	Parafrankia irregularis	3
BAER	identity_89	89	90	1005740	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	Aminivibrio	Aminivibrio pyruvatiphilus	3
BAER	identity_89	89	90	1033736	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium senegalense	3
BAER	identity_89	89	90	1129897	Bacteria	Pseudomonadati	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	Nitrolancea hollandica	3
BAER	identity_89	89	90	1173111	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Lihuaxuella	Lihuaxuella thermophila	3
BAER	identity_89	89	90	1212487	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea vestrisii	3
BAER	identity_89	89	90	1289106	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Sinibacillus	Sinibacillus soli	3
BAER	identity_89	89	90	1324956	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Melghiribacillus	Melghiribacillus thermohalophilus	3
